BOOT
frequency=50Hz
3xAD7177 test start
{text}b1_nT,b2_nT,b3_nT,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,stm32_roll_deg,stm32_pitch_deg,vertical_raw_nT,vertical_corr_nT
{plotter}23961.011719,7364.129395,-26930.132812,0.023682,0.076172,0.459839,-29.603054,40.854961,5.114504,5.621638,-1.685693,-25363.091797,-25338.425781
{plotter}24172.914062,7607.013672,-26434.500000,0.014160,0.054443,0.453857,-31.389313,13.083969,13.694656,4.996775,-1.451220,-25051.035156,-25320.931641
{plotter}24227.421875,7787.021484,-26387.447266,-0.003784,0.070679,0.482422,-28.198473,-4.946565,11.175572,4.460543,-1.549238,-25037.498047,-25303.005859
{plotter}24177.482422,8158.215332,-26399.228516,0.014282,0.061523,0.481812,-26.641222,-9.664123,3.053435,3.954507,-1.747777,-25024.353516,-25285.080078
{plotter}24066.849609,8328.468750,-26452.156250,0.022705,0.046387,0.462158,-23.496183,-23.022902,8.427481,3.497519,-2.228652,-24939.322266,-25262.238281
{plotter}23767.207031,8459.237305,-26551.148438,-0.016602,0.020996,0.446655,-21.206106,-12.748092,7.725191,3.061319,-2.457705,-25018.339844,-25246.220703
{plotter}23751.091797,8611.537109,-26572.945312,-0.019287,0.024170,0.436157,-19.480917,-1.786260,1.633588,2.671092,-2.461978,-25098.365234,-25236.558594
{plotter}23681.417969,8756.860352,-26609.496094,-0.007446,0.007568,0.434204,-6.427481,-13.145039,2.274809,2.530528,-2.705047,-25050.097656,-25224.273438
{plotter}23550.375000,8782.430664,-26704.320312,0.000977,0.004272,0.453003,1.068702,-16.381680,0.351145,2.535205,-3.010528,-25016.574219,-25210.681641
{plotter}23403.625000,8763.351562,-26815.554688,0.036255,-0.024414,0.466187,-0.854962,-15.847328,2.656489,2.460741,-3.343853,-25004.511719,-25197.339844
{plotter}23122.560547,8699.736328,-26912.718750,-0.002319,0.036621,0.468628,-12.274809,-21.404581,24.442749,2.206120,-3.755198,-24986.478516,-25183.728516
{plotter}22923.419922,8659.318359,-27153.753906,0.017944,0.026489,0.508179,-12.641221,-24.931297,14.961832,1.939907,-4.250229,-25072.324219,-25177.542969
{plotter}22776.236328,8658.878906,-27245.103516,0.013916,0.032837,0.497314,-1.679389,-8.106871,-0.458015,1.924677,-4.387060,-25117.750000,-25175.255859
{plotter}22724.687500,8700.356445,-27269.562500,0.003174,0.024536,0.460938,6.595420,-1.450382,-14.106871,2.089036,-4.367760,-25125.400391,-25173.929688
{plotter}22671.316406,8711.897461,-27307.039062,0.020874,0.019531,0.490479,14.564885,-6.015267,-21.465649,2.415670,-4.451702,-25074.656250,-25169.574219
{plotter}22526.832031,8706.652344,-27368.281250,0.046997,0.018921,0.498047,12.106871,-1.358779,-18.244274,2.684134,-4.471081,-25092.468750,-25167.117188
{plotter}22513.226562,8725.947266,-27400.892578,0.044067,0.015503,0.457397,2.534351,0.381679,-8.687023,2.741369,-4.464818,-25117.816406,-25166.830078
{plotter}22484.023438,8756.751953,-27418.527344,0.038940,0.023315,0.445679,0.610687,-3.816794,-8.748092,2.769615,-4.536723,-25100.449219,-25165.617188
{plotter}22401.119141,8718.190430,-27482.908203,0.048584,0.014404,0.436401,5.465649,-14.473283,4.702290,2.866341,-4.842852,-25024.953125,-25159.650391
{plotter}22275.820312,8639.083984,-27586.779297,0.037964,0.034790,0.473145,4.763359,-10.916031,-0.488550,2.976790,-5.057651,-25031.605469,-25154.921875
{plotter}22166.242188,8665.669922,-27649.621094,0.040894,0.020874,0.488892,-3.587786,1.725191,-8.259542,2.914069,-5.011827,-25132.955078,-25157.787109
{plotter}22209.570312,8761.584961,-27592.494141,0.039429,0.019165,0.484009,-2.396947,7.603054,-11.618320,2.878988,-4.844563,-25145.064453,-25161.375000
{plotter}22209.947266,8822.976562,-27595.808594,0.053711,0.022461,0.465088,3.801527,-4.473282,2.274809,2.950355,-4.953505,-25086.103516,-25160.972656
{plotter}22155.433594,8758.849609,-27656.257812,0.016724,0.070190,0.542969,-4.351145,-9.816793,4.045802,2.871855,-5.142963,-25087.210938,-25160.960938
{plotter}22074.357422,8973.252930,-27681.138672,0.032349,0.006592,0.499634,-17.679390,-5.908397,-8.671756,2.515169,-5.239686,-25130.898438,-25164.236328
{plotter}21996.642578,9118.927734,-27691.701172,0.053955,0.018799,0.496094,-4.778626,3.923664,-4.259542,2.423819,-5.166481,-25189.644531,-25171.703125
{plotter}22072.394531,9178.291016,-27605.570312,0.050171,0.018799,0.467773,0.305344,10.977099,-7.694656,2.441466,-4.950034,-25183.562500,-25178.314453
{plotter}22151.472656,9240.374023,-27548.447266,0.042847,0.028076,0.455444,-5.801527,6.534351,-6.519084,2.346068,-4.817764,-25190.753906,-25185.072266
{plotter}22181.892578,9476.734375,-27504.511719,0.036011,0.015869,0.460449,-13.984733,-0.793893,-8.183207,2.076594,-4.823868,-25181.570312,-25190.955078
{plotter}22151.621094,9675.110352,-27491.414062,0.035278,0.008423,0.465210,-19.160305,-8.229008,-8.000000,1.697145,-4.978142,-25168.015625,-25195.740234
{plotter}21920.417969,9899.521484,-27506.486328,0.033936,-0.002686,0.521484,-8.229008,-19.572519,-7.038168,1.533431,-5.357339,-25066.123047,-25193.595703
{plotter}21816.093750,9989.571289,-27610.396484,0.045044,0.000244,0.473389,-0.732824,-4.870229,-0.183206,1.504307,-5.455338,-25140.755859,-25197.234375
{plotter}21768.933594,9993.244141,-27644.568359,0.057617,-0.001953,0.476929,-0.778626,-6.473282,-0.076336,1.471843,-5.599000,-25124.246094,-25199.796875
{plotter}21715.144531,9994.485352,-27675.160156,0.047974,-0.001587,0.476562,-0.610687,-4.015267,-0.244275,1.443670,-5.680596,-25130.521484,-25202.882812
{plotter}21667.699219,10009.899414,-27706.074219,0.075684,-0.002197,0.482178,-0.732824,-4.961832,-1.633588,1.415603,-5.811317,-25115.337891,-25204.994141
{plotter}21589.478516,10013.390625,-27726.734375,0.064209,0.005371,0.477783,-0.549618,-3.541985,-0.595420,1.398301,-5.900195,-25109.269531,-25206.759766
{plotter}21585.117188,10029.002930,-27746.123047,0.052002,-0.021240,0.475464,-0.030534,-0.274809,-0.305344,1.240285,-5.919423,-25149.722656,-25211.345703
{plotter}21581.378906,10023.803711,-27746.441406,0.057251,-0.007935,0.477173,0.000000,-0.229008,-0.137405,1.153006,-5.960883,-25149.001953,-25215.724609
{plotter}21580.140625,10027.059570,-27750.712891,0.057373,-0.004028,0.475098,0.061069,-0.198473,0.045802,1.088671,-6.001869,-25147.710938,-25219.888672
{plotter}21577.255859,10026.058594,-27750.218750,0.059448,-0.003540,0.473511,0.030534,-0.091603,-0.076336,1.028863,-6.049832,-25138.089844,-25223.242188
{plotter}21575.203125,10027.091797,-27751.017578,0.057129,-0.005249,0.479004,0.137405,-0.213740,-0.091603,0.965594,-6.084139,-25136.033203,-25226.339844
{plotter}21561.699219,10025.357422,-27762.937500,-0.005005,0.002319,0.475586,0.687023,-3.816794,-0.519084,0.973651,-6.093484,-25143.902344,-25229.939453
{plotter}21520.714844,10065.384766,-27757.898438,0.001465,-0.003784,0.454834,0.320611,2.671756,-47.374046,1.067237,-5.971321,-25177.228516,-25235.798828
{plotter}21443.921875,10437.726562,-27756.160156,0.193726,-0.011597,0.486938,0.106870,0.687023,-10.244275,1.076726,-6.050495,-25141.330078,-25239.312500
{plotter}21435.896484,10419.870117,-27747.000000,0.086670,-0.008789,0.483643,0.061069,0.106870,0.671756,0.992614,-6.212830,-25080.611328,-25238.423828
{plotter}21440.037109,10427.708008,-27749.640625,0.056396,-0.002075,0.480347,0.000000,0.015267,-0.030534,0.943066,-6.231835,-25083.957031,-25237.816406
{plotter}21442.533203,10423.476562,-27744.093750,0.053467,-0.003296,0.480469,0.000000,0.106870,0.015267,0.889538,-6.234409,-25087.244141,-25237.431641
{plotter}21445.576172,10428.323242,-27744.037109,0.054443,-0.001831,0.476929,-0.045802,-0.030534,-0.091603,0.844401,-6.246082,-25090.322266,-25237.275391
{plotter}21443.222656,10424.127930,-27743.277344,0.059082,-0.000977,0.482178,0.076336,-0.030534,-0.030534,0.807563,-6.276236,-25084.000000,-25236.681641
{plotter}21437.732422,10433.104492,-27752.685547,0.059448,-0.002075,0.476196,0.045802,0.030534,0.000000,0.766183,-6.309189,-25087.591797,-25236.398438
{plotter}21443.880859,10429.136719,-27746.917969,0.058716,-0.004028,0.475464,-0.061069,0.045802,0.076336,0.714721,-6.337508,-25078.830078,-25235.488281
{plotter}21440.535156,10430.343750,-27742.156250,0.054932,-0.004517,0.475708,0.000000,0.000000,-0.076336,0.664485,-6.347456,-25079.601562,-25234.644531
{plotter}21438.171875,10426.513672,-27743.548828,0.057007,-0.002075,0.476074,-0.061069,0.076336,0.000000,0.626639,-6.365139,-25080.820312,-25233.916016
{plotter}21439.744141,10433.942383,-27744.410156,0.058594,-0.000610,0.477783,-0.030534,-0.015267,-0.091603,0.598184,-6.390449,-25075.951172,-25232.888672
{plotter}21439.347656,10437.013672,-27749.351562,0.056030,-0.000977,0.478882,-0.106870,0.030534,0.045802,0.567267,-6.401134,-25082.070312,-25232.341797
{plotter}21433.960938,10430.482422,-27749.482422,0.057861,-0.001709,0.483154,-0.030534,0.000000,0.000000,0.535791,-6.418223,-25081.433594,-25231.767578
{plotter}21439.880859,10434.537109,-27746.457031,0.055420,-0.002686,0.476562,-0.015267,0.000000,0.061069,0.500920,-6.426809,-25080.533203,-25231.138672
{plotter}21436.964844,10435.819336,-27744.257812,0.057739,-0.002930,0.478516,-0.045802,0.030534,0.061069,0.465729,-6.444323,-25077.718750,-25230.330078
{plotter}21438.863281,10435.787109,-27744.976562,0.056519,-0.000977,0.477417,-0.045802,0.000000,0.000000,0.441410,-6.456579,-25077.490234,-25229.537109
{plotter}21439.560547,10433.392578,-27741.343750,0.056885,-0.004028,0.479980,0.030534,-0.015267,0.030534,0.404979,-6.468959,-25075.265625,-25228.599609
{plotter}21436.777344,10436.462891,-27747.205078,0.059082,-0.005493,0.475464,0.015267,0.061069,-0.015267,0.362587,-6.492296,-25079.242188,-25227.986328
{plotter}21436.021484,10435.002930,-27741.689453,0.057739,-0.002930,0.475708,-0.030534,0.000000,0.000000,0.333271,-6.509399,-25071.955078,-25226.869141
{plotter}21443.816406,10437.984375,-27737.056641,0.055176,-0.002441,0.477661,0.000000,0.030534,-0.015267,0.308151,-6.511954,-25069.974609,-25225.638672
{plotter}21435.949219,10434.632812,-27743.396484,0.055176,-0.002075,0.478271,-0.030534,0.000000,0.000000,0.285157,-6.514682,-25080.238281,-25225.187500
{plotter}21438.494141,10435.236328,-27745.466797,0.057617,-0.006348,0.477173,-0.045802,0.015267,-0.030534,0.242333,-6.529169,-25083.667969,-25224.984375
{plotter}21442.250000,10436.171875,-27744.214844,0.057373,-0.002563,0.478760,-0.030534,0.076336,0.061069,0.219509,-6.539800,-25081.630859,-25224.642578
{plotter}21438.710938,10430.363281,-27738.281250,0.057983,-0.003174,0.475342,0.015267,-0.030534,0.045802,0.195524,-6.556989,-25073.203125,-25223.699219
{plotter}21439.597656,10432.085938,-27741.482422,0.058350,-0.006348,0.477539,-0.015267,0.000000,-0.091603,0.157052,-6.573338,-25076.306641,-25223.007812
{plotter}21437.259766,10440.048828,-27736.791016,0.057617,-0.005005,0.479492,-0.015267,0.015267,0.000000,0.126431,-6.584159,-25072.849609,-25222.087891
{plotter}21438.519531,10433.452148,-27740.201172,0.057129,-0.003784,0.475342,0.045802,0.000000,0.000000,0.103925,-6.594901,-25075.611328,-25221.392578
{plotter}21434.226562,10436.352539,-27736.148438,0.055908,-0.004761,0.478638,0.061069,0.030534,-0.030534,0.078132,-6.596966,-25075.878906,-25220.728516
{plotter}21439.736328,10426.285156,-27732.244141,0.055176,-0.004395,0.473999,0.000000,0.030534,0.015267,0.053587,-6.598042,-25075.373047,-25220.019531
{plotter}21436.425781,10431.412109,-27734.328125,0.058228,-0.003906,0.476562,0.030534,0.015267,0.122137,0.032860,-6.612436,-25075.423828,-25219.351562
{plotter}21446.009766,10430.364258,-27733.687500,0.057861,-0.005127,0.481445,-0.015267,0.000000,-0.015267,0.006740,-6.622041,-25074.304688,-25218.615234
{plotter}21438.048828,10430.013672,-27735.701172,0.056030,-0.002319,0.478027,-0.061069,-0.015267,0.030534,-0.006084,-6.624853,-25078.339844,-25218.193359
{plotter}21441.841797,10433.959961,-27737.439453,0.057983,-0.003540,0.473999,-0.061069,0.015267,0.000000,-0.024311,-6.638501,-25077.085938,-25217.705078
{plotter}21441.960938,10436.124023,-27732.640625,0.057129,-0.005005,0.473511,0.030534,0.015267,0.000000,-0.047087,-6.647817,-25072.437500,-25216.890625
{plotter}21446.056641,10430.817383,-27727.830078,0.055664,-0.002197,0.472900,0.061069,0.015267,0.015267,-0.054814,-6.650110,-25067.593750,-25215.746094
{plotter}21444.242188,10430.120117,-27736.628906,0.059448,-0.000732,0.510376,0.152672,-0.152672,-0.061069,-0.052463,-6.652899,-25074.925781,-25215.185547
{plotter}21441.189453,10426.811523,-27734.050781,0.058594,-0.004028,0.494507,0.061069,0.000000,0.015267,-0.067111,-6.656837,-25073.669922,-25214.542969
{plotter}21440.654297,10427.342773,-27737.298828,0.053345,-0.005859,0.476318,0.045802,-0.030534,0.045802,-0.091974,-6.646757,-25085.748047,-25214.765625
{plotter}21444.900391,10425.240234,-27733.486328,0.058960,-0.005005,0.476440,0.061069,-0.061069,0.076336,-0.111466,-6.664262,-25077.482422,-25214.376953
{plotter}21446.775391,10428.325195,-27726.230469,0.056885,-0.001343,0.468872,0.122137,-0.015267,-0.015267,-0.111249,-6.674678,-25065.566406,-25213.158203
{plotter}21442.179688,10423.166016,-27735.818359,0.056763,-0.002930,0.474243,0.106870,-0.122137,0.045802,-0.119086,-6.683120,-25073.410156,-25212.552734
{plotter}21444.386719,10423.918945,-27736.777344,0.056885,-0.007324,0.475952,0.061069,0.030534,0.000000,-0.148523,-6.687778,-25077.398438,-25212.238281
{plotter}21433.279297,10427.514648,-27736.273438,0.057129,-0.001953,0.480713,0.000000,0.000000,-0.030534,-0.151988,-6.691343,-25077.296875,-25211.931641
{plotter}21444.285156,10421.711914,-27724.056641,0.057251,-0.001831,0.477295,-0.015267,-0.061069,0.015267,-0.155207,-6.698485,-25061.382812,-25210.476562
{plotter}21445.207031,10424.770508,-27727.699219,0.056763,-0.005127,0.475952,0.015267,-0.015267,-0.076336,-0.173366,-6.702872,-25066.283203,-25209.423828
{plotter}21441.666016,10417.153320,-27724.929688,0.056763,-0.004272,0.477417,0.045802,-0.106870,0.061069,-0.186337,-6.708078,-25064.015625,-25208.230469
{plotter}21438.449219,10416.379883,-27733.001953,0.055664,-0.003052,0.479492,-0.015267,0.030534,0.015267,-0.193983,-6.703992,-25075.521484,-25207.906250
{plotter}21440.156250,10417.627930,-27733.082031,0.057495,-0.002441,0.477295,-0.030534,0.000000,-0.076336,-0.198547,-6.710565,-25073.406250,-25207.445312
{plotter}21443.615234,10423.476562,-27723.302734,0.055054,-0.002563,0.471313,0.015267,0.045802,0.000000,-0.202936,-6.707705,-25065.322266,-25206.410156
{plotter}21446.548828,10414.008789,-27722.021484,0.057861,-0.004517,0.482056,0.045802,-0.030534,0.030534,-0.215617,-6.713758,-25063.349609,-25205.257812
{plotter}21447.097656,10415.207031,-27725.791016,0.057495,0.000122,0.479004,0.076336,-0.045802,0.015267,-0.205095,-6.719885,-25062.527344,-25204.109375
{plotter}21438.992188,10413.998047,-27733.179688,0.057007,-0.006592,0.478027,0.045802,0.076336,0.030534,-0.227821,-6.721559,-25074.150391,-25203.826172
{plotter}21438.587891,10406.932617,-27736.345703,0.060181,-0.004639,0.478516,0.015267,0.015267,0.030534,-0.240858,-6.739092,-25072.128906,-25203.406250
{plotter}21443.205078,10418.476562,-27730.957031,0.054565,-0.001831,0.485596,0.000000,0.000000,-0.122137,-0.239755,-6.725974,-25071.710938,-25202.968750
{plotter}21444.058594,10416.725586,-27721.744141,0.054565,-0.000854,0.478027,0.091603,0.045802,0.091603,-0.232823,-6.716475,-25065.283203,-25202.072266
{plotter}21441.751953,10414.691406,-27730.455078,0.054443,-0.002075,0.474609,-0.015267,0.015267,-0.015267,-0.233980,-6.709249,-25077.498047,-25202.083984
{plotter}21447.386719,10410.125000,-27730.205078,0.057617,-0.000366,0.476318,0.030534,0.000000,0.000000,-0.225955,-6.716753,-25071.927734,-25201.701172
{plotter}21439.740234,10411.058594,-27735.345703,0.056030,-0.005371,0.475830,0.000000,0.000000,-0.045802,-0.242859,-6.716694,-25080.972656,-25201.970703
{plotter}21442.837891,10408.059570,-27724.421875,0.058350,-0.001953,0.477295,-0.030534,0.000000,0.000000,-0.243314,-6.726805,-25065.498047,-25201.113281
{plotter}21448.539062,10411.321289,-27723.296875,0.059570,-0.003662,0.477051,-0.015267,0.045802,-0.015267,-0.251618,-6.741509,-25058.904297,-25199.818359
{plotter}21446.460938,10408.842773,-27725.976562,0.057861,-0.003052,0.480103,0.030534,0.076336,-0.045802,-0.255583,-6.745196,-25060.925781,-25198.718750
{plotter}21447.824219,10403.250000,-27730.261719,0.055542,-0.004883,0.477905,0.000000,-0.061069,-0.061069,-0.268817,-6.741760,-25068.826172,-25198.205078
{plotter}21446.140625,10406.384766,-27729.318359,0.055176,-0.002686,0.478149,0.015267,-0.076336,0.061069,-0.270961,-6.736895,-25070.568359,-25197.830078
{plotter}21444.781250,10407.809570,-27720.423828,0.056885,-0.004150,0.477417,-0.015267,0.015267,0.015267,-0.280571,-6.738884,-25062.761719,-25196.892578
{plotter}21445.669922,10404.483398,-27723.091797,0.056152,-0.003784,0.479004,0.030534,0.000000,0.030534,-0.287101,-6.736750,-25067.367188,-25196.312500
{plotter}21451.394531,10408.058594,-27723.091797,0.057739,-0.004517,0.479248,0.000000,-0.030534,0.076336,-0.297580,-6.742654,-25066.048828,-25195.654297
{plotter}21449.261719,10404.754883,-27724.691406,0.059570,-0.002563,0.477539,0.045802,-0.061069,-0.030534,-0.297180,-6.758580,-25060.970703,-25194.667969
{plotter}21451.720703,10408.845703,-27727.230469,0.057983,-0.001221,0.476074,0.061069,0.000000,0.030534,-0.290210,-6.765987,-25058.804688,-25193.583984
{plotter}21456.048828,10406.184570,-27723.658203,0.059692,-0.002075,0.478394,0.045802,-0.015267,0.000000,-0.287818,-6.780138,-25048.238281,-25191.787109
{plotter}21453.244141,10405.538086,-27719.226562,0.055786,-0.003052,0.477661,0.030534,0.045802,-0.030534,-0.290454,-6.774458,-25047.072266,-25189.966797
{plotter}21458.619141,10406.464844,-27719.759766,0.055176,-0.000732,0.473267,0.000000,-0.015267,0.045802,-0.282678,-6.769765,-25047.601562,-25188.257812
{plotter}21455.677734,10410.599609,-27721.351562,0.058228,-0.005737,0.475586,-0.015267,-0.015267,-0.045802,-0.299398,-6.778469,-25048.792969,-25186.701172
{plotter}21455.496094,10402.960938,-27729.779297,0.055908,-0.006348,0.474976,0.015267,-0.076336,0.000000,-0.317938,-6.777359,-25060.914062,-25186.056641
{plotter}21455.304688,10404.321289,-27718.437500,0.058594,-0.002808,0.475342,0.076336,-0.015267,0.045802,-0.317533,-6.787637,-25045.197266,-25184.310547
{plotter}21457.802734,10402.815430,-27715.093750,0.056885,-0.004883,0.474731,0.000000,0.045802,-0.061069,-0.328452,-6.788518,-25043.134766,-25182.470703
{plotter}21455.105469,10409.816406,-27722.078125,0.060669,-0.006836,0.473389,0.030534,-0.030534,0.030534,-0.348045,-6.809681,-25044.824219,-25180.847656
{plotter}21459.699219,10402.158203,-27720.869141,0.056763,-0.002197,0.477661,0.015267,-0.030534,0.015267,-0.344594,-6.808969,-25042.726562,-25179.130859
{plotter}21453.039062,10406.596680,-27725.509766,0.056152,-0.004517,0.479614,0.045802,-0.015267,-0.015267,-0.351642,-6.804007,-25051.531250,-25178.117188
{plotter}21451.447266,10402.541016,-27720.041016,0.055054,-0.006104,0.475464,0.015267,-0.015267,0.000000,-0.366896,-6.796317,-25052.269531,-25177.169922
{plotter}21460.058594,10408.295898,-27717.384766,0.059448,-0.005859,0.477173,-0.061069,-0.015267,0.061069,-0.381921,-6.808798,-25045.953125,-25175.812500
{plotter}21456.845703,10401.120117,-27717.814453,0.056274,-0.003418,0.475952,0.000000,-0.091603,-0.015267,-0.383268,-6.807986,-25047.300781,-25174.601562
